hotel_name,location,GPS,link,rating,rating_desc,reviews,description
Hotel Arpege,Arpajon,"2.24602550268173,48.5879189279914",booking.com//hotel/fr/arpege-arpajon.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f57f503ccbd33378c3bf6583d63c4b2d&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=444&hpos=19&no_rooms=1&sr_order=popularity&srepoch=1632872071&srpvid=32eba5c24aca001d&ucfs=1&from=searchresults,"7,6",Bien,409 expériences vécues,"Situé dans le centre-ville d'Arpajon, à la jonction des autoroutes A6 et A10, l'Hotel Arpege dispose d'un bar, d'une terrasse et de parkings extérieur et souterrain."
Vacancéole - Le Domaine de la Corniche - Deauville Sud,Auberville,"-0.0339969992637634,49.307441297858",booking.com//hotel/fr/le-domaine-de-la-corniche.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f57f503ccbd33378c3bf6583d63c4b2d&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=445&hpos=20&no_rooms=1&sr_order=popularity&srepoch=1632872071&srpvid=32eba5c24aca001d&ucfs=1&from=searchresults,"6,6",Note,1 315 expériences vécues,"Situé à seulement 650 mètres des falaises des Vaches Noires, le Vacancéole - Le Domaine de la Corniche se trouve à 7 km à l'est de Cabourg."
Auberge de la Baume,Bâlot,"4.429309,47.813345",booking.com//hotel/fr/auberge-de-la-baume.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f57f503ccbd33378c3bf6583d63c4b2d&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=446&hpos=21&no_rooms=1&sr_order=popularity&srepoch=1632872071&srpvid=32eba5c24aca001d&ucfs=1&from=searchresults,"8,7",Superbe,57 expériences vécues,"Située à Bâlot, l'Auberge de la Baume propose un restaurant, un bar et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. Toutes les chambres comprennent une armoire."
Le Moulin Du Landion Hôtel et Spa,Dolancourt,"4.61789757013321,48.2676817688271",booking.com//hotel/fr/le-moulin-du-landion.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f57f503ccbd33378c3bf6583d63c4b2d&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=447&hpos=22&no_rooms=1&sr_order=popularity&srepoch=1632872071&srpvid=32eba5c24aca001d&ucfs=1&from=searchresults,"8,2",Très bien,866 expériences vécues,"Installé dans un élégant moulin à eau du XVIe siècle, Le Moulin Du Landion allie charme du passé (façade en bois, vannages, roue à aubes) et confort moderne."
Hôtel - DéfiPlanet',Dienné,"0.560738928616047,46.4458086795481",booking.com//hotel/fr/defiplanet.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f57f503ccbd33378c3bf6583d63c4b2d&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=448&hpos=23&no_rooms=1&sr_order=popularity&srepoch=1632872071&srpvid=32eba5c24aca001d&ucfs=1&from=searchresults,"8,1",Très bien,201 expériences vécues,"Situé à Dienné, à 500 mètres du DéfiPlanet, l'Hôtel - DéfiPlanet' propose un restaurant, un parking privé gratuit, un bar et un salon commun. L'hôtel possède un jardin et une aire de jeux pour..."
Résidence Odalys Le Buet,Morillon,"6.67233824729919,46.0662114248075",booking.com//hotel/fr/le-buet.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f57f503ccbd33378c3bf6583d63c4b2d&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=449&hpos=24&no_rooms=1&sr_order=popularity&srepoch=1632872071&srpvid=32eba5c24aca001d&ucfs=1&from=searchresults,"7,5",Bien,72 expériences vécues,La Résidence Odalys Le Buet bénéficie d'un emplacement privilégié au pied des pistes de ski et à quelques pas des remontées mécaniques les plus proches.
Hôtel Le Niobel,Belgodère,"9.02140617370605,42.585993256986",booking.com//hotel/fr/le-niobel-belgodere.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f57f503ccbd33378c3bf6583d63c4b2d&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=450&hpos=25&no_rooms=1&sr_order=popularity&srepoch=1632872071&srpvid=32eba5c24aca001d&ucfs=1&from=searchresults,"9,4",Fabuleux,129 expériences vécues,"L'Hôtel Le Niobel se situe dans Belgodère, à 8 km de la mer, et propose un restaurant. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking."
Camping Atlantys,Ploemeur,"-3.49391251802444,47.7281151566395",booking.com//hotel/fr/camping-atlantys.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=451&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"8,3",Très bien,305 expériences vécues,"Situé à Ploemeur, à seulement 100 mètres de la plage et de l'école de surf, le Camping Atlantys propose des mobile homes offrant une vue sur la mer."
Hotel & Appartements Acqua Dolce,Eccica-Suarella,"8.8429668545723,41.9131960210779",booking.com//hotel/fr/hotels-d-aqua-dolce.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=452&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"8,0",Très bien,860 expériences vécues,"Niché dans le maquis, l'Hotel Acqua Dolce se trouve à seulement 5 minutes de route des plages de Porticcio et à 10 minutes d'Ajaccio. Il fournit gratuitement un parking et une connexion Wi-Fi."
Hotel Scandola,Piana,"8.6334607003846,42.2379669338319",booking.com//hotel/fr/scandola.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=453&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"8,8",Superbe,331 expériences vécues,"Niché à Piana, l'Hotel Scandola vous accueille à 12 km de Porto Marina. Il dispose d'un jardin, d'une connexion Wi-Fi gratuite et d'un bar qui sert des tapas."
La Mère Hamard,Semblançay,"0.579284727573395,47.4986315506152",booking.com//hotel/fr/hostellerie-de-la-la-mere-hamard.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=454&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"8,9",Superbe,223 expériences vécues,"L'Hostellerie de la Mère Hamard est située au cœur de la Touraine, dans un charmant petit village, et vous accueille dans une maison en pierre typique."
Domaine du Haut Jardin Hôtel & Chalets Spa Privé,Rehaupal,"6.7316472530365,48.1189532392815",booking.com//hotel/fr/auberge-du-haut-jardin.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=455&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"8,2",Très bien,66 expériences vécues,"Idéalement situé au cœur du village pittoresque de Rehaupal, le Domaine du Haut Jardin vous accueille dans un cadre champêtre à l'atmosphère conviviale, à proximité du lac de Gérardmer."
L'éclos des vignes - Appartements haut de gamme avec Spa,Bergheim,"7.35700396627044,48.2064664533356",booking.com//hotel/fr/gite-les-amandiers.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=456&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"9,5",Exceptionnel,116 expériences vécues,"Situé à Bergheim, en Alsace, à 14 km de Colmar, l'établissement Gîte Les Amandiers est doté d'un barbecue et d'une vue sur le jardin. Fribourg-en-Brisgau est à 43 km."
Fasthotel L'Eldorado,Sébazac-Concourès,"2.60534763336182,44.4002225523113",booking.com//hotel/fr/l-eldorado.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=457&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"8,1",Très bien,393 expériences vécues,"Installé à 8 km du centre-ville de Rodez, dans un quartier commerçant comptant plusieurs magasins, le Fasthotel L’Eldorado vous propose un restaurant, un bar, une terrasse et une connexion Wi-Fi..."
Residhome Bures La Guyonnerie,Bures-sur-Yvette,"2.165297716856,48.7041901991598",booking.com//hotel/fr/la-guyonnerie.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=458&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"7,9",Bien,481 expériences vécues,Le Residhome Bures La Guyonnerie est situé au cœur du pôle scientifique et technologique de Paris-Saclay ainsi qu’aux portes de la verdoyante vallée de Chevreuse.
Moulin de reigner,Anché,"0.303616482209009,47.1190068207902",booking.com//hotel/fr/moulin-de-reigner.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=459&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"9,5",Exceptionnel,163 expériences vécues,"Installé à Anché, à 43 km de Châtellerault, le Moulin de reigner vous propose des hébergements, une piscine extérieure ouverte en saison et une connexion Wi-Fi disponible gratuitement."
Hotel des 2 Golfs,Port Leucate,"3.0366562306881,42.8562459957775",booking.com//hotel/fr/des-2golfs.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=460&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"8,5",Très bien,894 expériences vécues,"Doté de la climatisation, l'Hotel des 2 Golfs est situé sur une péninsule, au centre de Port-Leucate, à seulement 5 minutes de marche de la plage de sable."
Confort Hôtel,Montgeron,"2.440355,48.712937",booking.com//hotel/fr/confort-montgeron1.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=461&hpos=11&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"6,6",Note,57 expériences vécues,"Situé à Montgeron, le Confort Hôtel dispose d'un salon commun. Il propose une réception ouverte 24h/24, un service d'étage et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux."
"Hotel de L'Europe, La Roche-Posay",La Roche-Posay,"0.811287760734558,46.78351000168",booking.com//hotel/fr/de-l-europe-la-roche-posay.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=462&hpos=12&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"8,3",Très bien,235 expériences vécues,"L'hôtel de l'Europe est situé à 400 mètres du centre thermal de La Roche-Posay. Il propose des chambres avec connexion Wi-Fi gratuite, télévision à écran plat et salle de bains privative."
La belle alsacienne - Route des vins d'Alsace,Hattstatt,"7.300794,48.012111",booking.com//hotel/fr/la-belle-alsacienne-i-route-des-vins-d-39-alsace.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=463&hpos=13&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"9,6",Exceptionnel,58 expériences vécues,"Situé à Hattstatt, La belle alsacienne - Route des vins d'Alsace possède un jardin et une terrasse. Vous profiterez d'un barbecue ainsi que d'une connexion Wi-Fi et d'un parking privé gratuits."
Cosmiques Hotel - Centre Chamonix,"Chamonix City Centre, Chamonix-Mont-Blanc","6.869036,45.924985",booking.com//hotel/fr/cosmiques.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=464&hpos=14&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"8,9",Superbe,92 expériences vécues,"Doté d'un restaurant, d'un bar, d'un salon commun et d'une connexion Wi-Fi gratuite, le Cosmiques Hotel - Centre Chamonix est situé à Chamonix-Mont-Blanc, à 100 mètres de l'école de ski de Chamonix et..."
Hôtel Le Tosny,Épaignes,"0.439899,49.27913",booking.com//hotel/fr/le-tosny-epaignes.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=465&hpos=15&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"7,9",Bien,140 expériences vécues,"Situé à Épaignes, l'Hôtel Le Tosny dispose d'un restaurant, d'un bar, d'un salon commun et d'un jardin."
Résidence Vacances Bleues Domaine de l'Agréou,Seignosse,"-1.43029600381851,43.7113471034719",booking.com//hotel/fr/domaine-de-l-agreou.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=466&hpos=16&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"7,2",Bien,453 expériences vécues,"Situé à Seignosse Le Penon, le Domaine de l'Agréou se trouve à seulement 300 mètres de la plage du golfe de Gascogne."
LES ROCHES DE COIGNE,Sainte-Anne-sur-Vilaine,"-1.793501,47.702691",booking.com//hotel/fr/les-roches-de-coigne.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=467&hpos=17&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"9,2",Fabuleux,37 expériences vécues,"Situé à Sainte-Anne-sur-Vilaine, l'établissement LES ROCHES DE COIGNE propose une connexion Wi-Fi gratuite, un restaurant, un bar et un salon commun."
Camping Le Sainte Marie,Sainte-Marie-la-Mer,"3.02800537304688,42.7198889",booking.com//hotel/fr/camping-le-sainte-marie.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=468&hpos=18&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"8,3",Très bien,69 expériences vécues,"Situé dans un parc de 15 hectares, à 11 km de l'aéroport de Perpignan, le Camping Le Sainte Marie propose des mobile homes indépendants, une aire de jeux pour enfants, une mini-ferme, une piscine..."
Hôtel & Restaurant Azur,La Freissinouse,"6.01313576102257,44.5417330785817",booking.com//hotel/fr/azur-gap.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=469&hpos=19&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"7,5",Bien,339 expériences vécues,"Situé à 1000 mètres d'altitude, à proximité de nombreuses activités sportives de plein air (ski, sports d'eau vive, sports aériens, golf), l'Hôtel Azur vous accueille dans un cadre chaleureux et..."
Hôtel Le Beauséjour,Saint-François-Longchamp,"6.3450014591217,45.3726230338556",booking.com//hotel/fr/ha-tel-beausa-c-jour-montaimont.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=470&hpos=20&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"8,5",Très bien,218 expériences vécues,"Situé à Montaimont, l’Hôtel Le Beauséjour vous accueille à 1 150 mètres d'altitude, à seulement 10 km de la station de sports d'hiver Saint-François-Longchamps."
B&B Hôtel Igny Palaiseau,Igny,"2.23157796295163,48.7329671401295",booking.com//hotel/fr/b-amp-b-paris-sud-igny.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=471&hpos=21&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"8,5",Très bien,496 expériences vécues,"Situé à Igny, à 5 km du campus du plateau de Saclay, le B&B Hôtel Paris Sud Igny propose des hébergements avec une connexion Wi-Fi et parking privé sécurisé gratuits."
Rue du Château,Tarascon,"4.657124,43.806173",booking.com//hotel/fr/rue-du-chateau-tarascon.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=472&hpos=22&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"9,3",Fabuleux,194 expériences vécues,"Situé à 10 km de l'abbaye Saint-Michel-de-Frigolet, l'établissement Rue du Château propose une terrasse ainsi que des hébergements dotés d'un patio et d'une connexion Wi-Fi gratuite."
Kyriad Lyon Sud Sainte Foy,Sainte-Foy-lès-Lyon,"4.80660438537598,45.7311681936015",booking.com//hotel/fr/saintefoylamulatiere.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=473&hpos=23&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"7,7",Bien,1 361 expériences vécues,"Le Kyriad Lyon Sud Sainte Foy est situé dans un quartier résidentiel, à 7 km du centre de Lyon. Les chambres sont dotées de la climatisation et d'une connexion Wi-Fi gratuite."
Najeti Hôtel Château Cléry,Hesdin-lʼAbbé,"1.67881876246611,50.6671273300714",booking.com//hotel/fr/clery.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=474&hpos=24&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"8,2",Très bien,510 expériences vécues,"Le Najeti Hôtel Château Cléry est situé à Hesdin-l'abbé, à seulement 10 km des plages de la Côte d'Opale. Il dispose d'un sauna et d'un restaurant gastronomique."
Vacancéole – Le Domaine de Camiole,Callian,"6.74194492399693,43.6229093625619",booking.com//hotel/fr/le-chateau-de-camiole.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=6fd25c22910cea2371707be869f28241&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=475&hpos=25&no_rooms=1&sr_order=popularity&srepoch=1632872074&srpvid=48b5a5c49a820071&ucfs=1&from=searchresults,"7,2",Bien,1 053 expériences vécues,Le Vacancéole – Le Domaine de Camiole est situé à 30 minutes de route de la Côte d'Azur et de Cannes.
La Villa d'Hélène 2 Chambres d'hôtes BnB cluses,Cluses,"6.56153851969909,46.0780514859391",booking.com//hotel/fr/grande-maison-authentique.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=9ef0719461a3737b0f88e8a1156e1854&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=476&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632872078&srpvid=b8b5a5c69c5e00ec&ucfs=1&from=searchresults,"9,2",Fabuleux,441 expériences vécues,"Situé à Cluses, à 42 km de Genève, l'établissement La Villa d'Hélène 2 Chambres d'hôtes BnB cluses propose un salon commun et une connexion Wi-Fi gratuite."
